,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
3511,Q96391467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
3512,Q623998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,Q262381,,,,,,,,,,,,Hungary,,,,,,,,,,,,,,,,,
3514,Q17051044,,,,,,,,,,,,Turkey,,,,ilçe,,,,,,,,,,,,,neighborhood
3515,Q17060446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,Q16979745,,,,,German,,,,,,,,,,,,,,,,,,,,,,,,
3517,Q842822,,,,,,,,,,list of World Heritage in Danger,,Azerbaijan,,,,Old City of Baku,Qız qalası,,,,,,,,,,,,
3518,Q848397,,,,,,,,,,,,Turkey,,,,,,,,,,,,,,,,,
3519,Q98885,,,,,,,,,,,,,,,,,,,,,,,,Christlich Demokratische Union Deutschlands,,,,,
3520,Q324215,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
3521,Q6735853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,Q4986009,,,,,,,,,,,,,,,,,,,,,,,Hinduism,,,,,,
3523,Q55621804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,Q2537117,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,film studio
3525,Q1660312,,,,,,,,,,,,,,,,music industry,,,,,,,,,,,,,record label
3526,Q6738353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
3527,Q6957341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
3528,Q1901441,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesian dance
3529,Q3125354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
3530,Q935666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hairdresser
3531,Q1286804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,Q2384582,,,,,,,,,,,,Japan,,,,,キリストの幕屋,,,,,,Christianity,,,,,,
3533,Q2308904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
3534,Q1886687,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,beignet
3535,Q751920,Malaysia,Malay culture,,,,,,,,,,,,,,Malacca sultanate,,,,,,,,,,,,,clothing
3536,Q6742038,Indonesia,,,,,,,,,,,Indonesia,,,,,,,,,,,,,,,,,clothing
3537,Q11341484,,,,,,,,,,,,Malaysia,,,,,,,,,,,,,,,,,comics
3538,Q511855,,,,,,,,,,,,Malaysia,,,,Grand Prix motorcycle racing,,,,,,,,,,,,,
3539,Q44148,,,,,,,,,,,,,,,,sexual reproduction,,,,,,,,,,,,,organism
3540,Q474198,,,,,,Dutch Golden Age painting,portrait,,,,,,,,,,,,,,,,,,,,,,
3541,Q104819,,,,,,,,,,,,,Фæткъуыбæлас,,,,,,,,,,,,,,,,perennial plant
3542,Q18674606,,,,,,,,,,,,,苹果,,,,,,,,food,,,,,,,,fruit tree
3543,Q333002,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
3544,Q2636022,Lebanon,,,,,,,,,,,Lebanon,,,,,,,,,,,,,,,,,flatbread
3545,Q205754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
3546,Q19723482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plucked instrument player
3547,Q109571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,Q98220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,Q191633,,,,,,,,,,,,Japan,,,,,漫画家,,,,,,,,,,,,comics artist
3550,Q487497,,,,,,,,,,,,South Korea,,,,,만해문학상,,,,,,,,,,,,
3551,Q754669,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,comics
3552,Q25397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
3553,Q177748,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3554,Q17196835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,Q251831,,,,,,,,,,,,Germany,,,,,,,,,,,,,24 Hours of Le Mans,,,,
3556,Q1503,,,,,,,,,,,,,,,,,,,,,,,Christianity,Nacionalista Party,,,,,
3557,Q751878,,,,,,,,,,,,Portuguese Empire,,,,Gothic architecture,,,,,,,,,,,,,
3558,Q6753350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,Q16512,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
3560,Q6950633,,Māori,,,,,,,,,,,,,,,,,,,,,,,,,,,traditional costume
3561,Q32424,Canada,,,,,,drama film,World War II,,,Canada,,,,,,,,,,,,,,,,,,
3562,Q949173,,,,,,,,,,,,Argentina,,,,,Festival Internacional de Cine de Mar del Plata,,,,,,,,,,,,
3563,Q538301,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3564,Q3272697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,Q38242,,,,,,,Celtic punk,,,,,,,,,,,,,,,,,,,,,,
3566,Q57588,,,,,,brutalist architecture,,,,,,,,,,,,,,,,,,,,,,,
3567,Q96742,,,,,,,,,,,,,,,,,,,,,,,,,documenta 8,,,,
3568,Q443531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,Q124966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,Q6759681,,,,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,literary award
3571,Q8553,,,,,,,,,,,,Turkmenistan,,,,,,,,,,,,,,,,,
3572,Q68872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,Q2467753,,,,,,,,,,,,,,,,,,,,,,,Catholic Church,,,,,,
3574,Q85201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,Q107041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,Q5617,,,,,,medieval poetry,,,,,,,,,,,,,,,,,,,,,,,
3577,Q203990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,Q47496,,,Serbs,,,conceptual art,performance art,,,,,,,,,Abramović/Ulay,,,,,,,,,Venice Biennale,,,,
3579,Q126957,,,African Americans,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,Q57792,,,,,,,,,,,,,,,,,,,,,,,Protestant Church in the Netherlands,Volkspartij voor Vrijheid en Democratie,World Economic Forum Annual Meeting 2013,,,,
3581,Q6771379,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
3582,Q2260125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,voluntary association
3583,Q84923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,Q260617,,,,,,contemporary art,nude,,,,,,,,,,,,,,,,,,documenta 7,,,,
3585,Q16122928,,,,,,,,,,,,Sudan,,,,,,,,,,,,,,,,,marriage
3586,Q1711770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,Q703795,,,,,,,,,,,,,,,,,,,,,,,,,2014 Winter Olympics,,,Czech Republic,
3588,Q9554,,,,,,Protestant Reformation,,,,Diet of Worms,,,,,,,,,,,,,Lutheranism,,Diet of Worms,,,,
3589,Q131948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,Q93844,,,,,,,,,Karl Marx,,,United Kingdom,,,,,,,,,,,,,,,,,
3591,Q1128756,Australia,,,,English,,comedy drama,intergenerationality,,,Mount Waverley,,,,,,,,,,,,,,,,,,
3592,Q133278742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,Q472799,,,,,,Baroque,religious art,,,,,,,,,,,,,,,,Christianity,,,,,,
3594,Q1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,Q161524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
3596,Q1505583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
3597,Q9077486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
3598,Q2207959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theatre art
3599,Q588474,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3600,Q620113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activity
3601,Q4536,United States,,,,,,drama film,,,,Los Angeles,,,,Matchstick Men,,,,,,,,,,,,,,
3602,Q6787298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician
3603,Q213890,,,,,,Surrealism,,,,,,,,,,,,,,,,,,,,,,,
3604,Q6787791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
3605,Q505286,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,
3606,Q328872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Q43994,,,,,,,,,,,,,,,,,,,,,,,Agnosticism,Democratic Party,,,,,
3608,Q59464,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
3609,Q1753854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
3610,Q29086,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,,,,
3611,Q18823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,Q16849,,,,,,,,,,,,,,,,,,,,,,,,Finns Party,ski jumping at the 1984 Winter Olympics – normal hill,,,,
3613,Q2654880,,,,,,,,,,,,,,,,,"מצה בריי ,מצה מטוגנת",,,,,,,,,,,,
3614,Q157886,,,,,,,,,,,,Germany,,,,,Kloster Maulbronn,,,,,,,,,,,,
3615,Q3301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,Q3045874,,,,,,,,,,,,Morocco,,,,,,,,,,,,,,,,,music festival
3617,Q123454,,,,,,abstract art,Constructivism,,,,,,,,,,,,,,,,,Ring of Independents,documenta 1,,,,
3618,Q107985,,,,,,,,,,,,,,,,,,,,,,,,,2nd Chess Olympiad,,,Germany,
3619,Q474706,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
3620,Q63430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,Q109423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,Q85476,,,,,,,,,,,,,,,,,,,,,,,,German National People's Party,,,,,
3623,Q12706,,,,,,socialist realism,,,,Nazi book burnings,,,,,,,,,,,,,atheism,Russian Social Democratic Labour Party,5th Congress of the Russian Social Democratic Labor Party,,,,
3624,Q430075,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,music of Brazil
3625,Q1881229,,,,,,postmodern architecture,,,,,,Italy,,,,,,,,,,,,,,,,,
3626,Q19526,,,African Americans,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,Q3402900,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
3628,Q6797024,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3629,Q16843760,,,,,,,,,,,,United Kingdom,,Lincoln,,,,,,,,,,,,,,,politician
3630,Q543597,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
3631,Q3352470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mausoleum
3632,Q3303092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,Q73399344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rapper
3634,Q304509,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3635,Q87990770,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3636,Q10990,,,,,,,,,,,,,,,,slaughter,,,,,,,,,,,,,food
3637,Q5753009,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,veal
3638,Q1916382,,,,,,,,,,,,,,,,,,,,,Internet,,,,,,,,holding company
3639,Q6806015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
3640,Q746879,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
3641,Q266750,,,,,,,,,,,,,,,,three kinds of nuns and six kinds of old women,,,,,,,,,,,,,healer
3642,Q1060893,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,symbol
3643,Q3624153,,,,,,,,,,,,,,,,Medieval culture,,,,,,,,,,,,,Western art
3644,Q3293439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,football
3645,Q192292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
3646,Q2247727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theatre art
3647,Q1128906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
3648,Q72499,,,,,,,,,,,,Spain,,,,Atlantic Ocean drainage basin,,,,,,,,,,,,,
3649,Q24865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
3650,Q221679,United States,,,,,,fantasy film,time travel,,première,,,,,A Day with Wilbur Robinson,,,,,,,,,,,,,,
3651,Q18215934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,academic journal
3652,Q477213,,,,,,,alternative rock,,,,,United States,,,,,,,,,,,,,,,,,
3653,Q6809912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-sport event
3654,Q6810567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
3655,Q951187,Bulgaria,,,,,,,,,,,Bulgaria,,,,,,,,,,,,,,,,,food
3656,Q119144225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,Q253918,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,death metal
3658,Q1919632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
3659,Q919794,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
3660,Q65043021,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
3661,Q112483026,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
3662,Q5003624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memory space
3663,Q6815560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
3664,Q105725005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum
3665,Q347676,,,,,,,,,,,,Romania,,,,,,,,,,,,,,,,,
3666,Q564403,Japan,,,,,,fantasy film,,,,,,,,,,,,,,,,,,,,,,
3667,Q588394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,Q2396513,,,,,Church Slavonic,,,,,,,,,,,,,,,,,,,,,,,,book
3669,Q218526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
3670,Q6818708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
3671,Q14105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,Q282131,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,Dominican Republic,,dance
3673,Q4413211,,,,,,,,,,,,Dominican Republic,,,,,,,,,,,,,,,,,dance
3674,Q239951,,,,,,,,,,,,Israel,,,,Democratic Union,מרצ,,,,,social democracy,,,,,,,
3675,Q3111491,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,Gothic architecture
3676,Q623319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain
3677,Q11787926,,,,,,,,,,,,Poland,,,,,,,,,,,,,,,,,music festival
3678,Q112751,Switzerland,,,,,,thrash metal,,,,,,,,,,,,,,,,,,,,,,
3679,Q216952,,,Jewish people,,,,,,,,,,,,,,,,,,,,Judaism,,,,,,
3680,Q3355734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metafiction
3681,Q531067,,,,,,,,prose,,,,,,,,,,,,,,,,,,,,,fiction
3682,Q571448,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
3683,Q2449951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sheet metal
3684,Q63980628,Japan,,,,English,,drama fiction,,,,,,,,,,,,,,,,,,,,,,
3685,Q29685,,,,,,,,,,,,Portugal,,,,,,,,,,,,,,,,,
3686,Q125908,,,,,,,,,,,,United States,,,,public transport networks in New York,,,,,,,,,,,,,
3687,Q821732,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3688,Q2067551,Japan,,,,Japanese,,science fiction anime and manga,,,,,,,,,,,,,,,,,,,,,,
3689,Q160236,,,,,,,,,,,,United States,,,,,Metropolitan Museum of Art,,,,,,,,,,,,
3690,Q5015,,,,,,,,,,,,,,,,,,,,,,,,Socialdemokratiet,,,,,
3691,Q6825758,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,drink
3692,Q1138492,,,,,,,,public policy of the United States,,,,United States,,,,,,,,,,,,,,,,,
3693,Q480171,,,,,,,trance,,,,,Germany,,,,,,,,,,,,,,,,,
3694,Q63706,,,,,,,,,,,,Taiwan,,,,,,,,,,,,,,,,,
3695,Q64505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Q121450,,,,,,,,,,,,,,,,,,,,,,,,Alliance '90/The Greens,,,,,
3697,Q3308653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,Q108796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,Q2831,,,African Americans,,,,blues,,,"Motown 25: Yesterday, Today, Forever",,,,,,,,,,,,,,,,,,,
3700,Q55234,,,,,,,,,,,,,,,,Powell and Pressburger,,,,,,,,,,,,,
3701,Q85168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,Q380115,,,,,,,,,,,,,,,,,,,,,,,,,UEFA Euro 2012,,,Czech Republic,
3703,Q103114,,,,,,,poetry,,,,,,,,,,,,,,,,,,,,,,
3704,Q1424680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,Q16977725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
3706,Q5550962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
3707,Q3779582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologist
3708,Q604435,,,,,,,,,,,,,,,,Q24067406,,,,,,,,,,,,,neighborhood
3709,Q39833,,,,,,,,,,,,,,,,consortium,,,,,,,,,,,,,organism
3710,Q106153896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
3711,Q28454636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
3712,Q6842710,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,recurring sporting event
3713,Q1436164,,,,,,,,,,,,Finland,,,,,Sodankylän elokuvajuhlat,,,,,,,,,,,,
3714,Q81466,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
3715,Q127417041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greeting
3716,Q1933546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,Q201845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Q295420,,,,,,,,,,nevozvrashchentsy,,,,,,,,,,,,,,,,,,,
3719,Q58720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,Q7736,Finland,,,,Finnish,,computer magazine,computer magazine,,,,Finland,,,,,,,,,,,,,,,,,
3721,Q1388555,,,,,,,,,,,,,,,,,,,,,,,,,1976 Winter Olympics,,,,
3722,Q1386108,,,,,,,,,,,,,,,,,,,,,,,,,1976 Winter Olympics,,,,
3723,Q996,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
3724,Q6852233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
3725,Q1197588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government
3726,Q334481,,,,,,,,,,,,Syria,,,,Syrian Armed Forces,شعبة الاستخبارات العسكرية,,,,,,,,,,,,
3727,Q28737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
3728,Q6857865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
3729,Q620509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
3730,Q8495,,,,,,,,,,,,,,,,,,,,,food,,,,,,,,food
3731,Q12491,France,,,,,,,,,,,,,,,,mille-feuille,French cuisine,,,,,,,,,,,cake
3732,Q29014,,,,,,,,,,construction,,United Kingdom,,,,,,,,,,,,,,,,,
3733,Q3314346,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,Q31215,,,,,,Expressionism,poetry,,,,,,,,,,,,,,,,,,,,,,
3735,Q382478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,Q39818,,,,,Spanish,,,,,,,,,,commedia dell'arte,,,,,,,,,,,,,,theatre art
3737,Q178921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H₂O
3738,Q6864436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
3739,Q611583,,,,,,,mythological painting,,,,,,,,,,,,,,,,,,,,,,
3740,Q427257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,Q28924267,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,political party
3742,Q192350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
3743,Q12813215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ministry
3744,Q544888,,,,,,,,,,,,Chile,,,,,,,,,,,,,,,,,community development
3745,Q6869252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
3746,Q841192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
3747,Q2085515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,document
3748,Q103057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,Q312199,,,,,,,,,,,,,,United States,right to silence,,,,,,,,,,,,,,sequence
3750,Q41590,,,,,,,,,,,,,,,,,,,,,,Trăirism,Romanian Orthodox Church,Iron Guard,,,,,
3751,Q1509725,France,,,,,,,,,,,,,,,,Mirepoix,,,,,,,,,,,,food
3752,Q30314118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
3753,Q11519602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ikebana
3754,Q36995,,,,,,,hip-hop,,,,,,,,,,,,,,,,,,,,,,
3755,Q59480,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
3756,Q7469,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3757,Q1038556,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,Q931781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,Q158948,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3760,Q2920724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
3761,Q123334579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musical group
3762,Q585902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
3763,Q1096677,Japan,,,,Japanese,,adventure anime and manga,,,,,,,,,,,,,,,,,,,,,,
3764,Q12242512,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
3765,Q115804107,,,,,,,,,,,,United States,,,,Apple TV+,,,,,,,,,,,,,
3766,Q131544854,,,,,,,,,,,,,,,,,,,,,,,,People's United Democratic Movement,,,,,
3767,Q6716747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports equipment
3768,Q4900880,,,,,,,,,,,,Indonesia,,,,,,,,,,,,,,,,,
3769,Q6885897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
3770,Q2466774,,,,,,,,,,,,,,,,poulet moambe,,,,,,,,,,,,,dish
3771,Q6887078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comics
3772,Q2826075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,television
3773,Q1760484,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,
3774,Q6888309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop-motion
3775,Q213907,,,,,,,,,,,,,,,,,,,,,model,,,,,,,,organism
3776,Q65241330,,,,,,,,,,,,,,,,Q5416275,,,,,,,Continental Reformed Protestantism,,,,,,religious leader
3777,Q6888692,,,,,,,,,,,,,,,,Hebrew literature,,,,,,,,,,,,,poetry
3778,Q11542004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,Q832101,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3780,Q2449,,,,,,,,,,,,Somalia,,,,,مقديشو,,,,,,,,,,,,
3781,Q872611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry
3782,Q55211,,,,,,,,,,,,,,,,cinema of Iran,,,,,,,,Mojahedin of the Islamic Revolution of Iran Organization,,,,,
3783,Q1943034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,Q16586,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
3785,Q1049240,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
3786,Q23161,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,
3787,Q16259482,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,
3788,Q12418,Republic of Florence,,,,,Italian Renaissance,portrait,Lisa del Giocondo,,vandalism,,France,,,,,,,,,,,,,,,,,
3789,Q670869,Belgium,,,,Esperanto,,,magazine,,,,,,,,,,,,,,,,,,,,,
3790,Q1474387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,documentary film
3791,Q1944289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,Q4301694,,,,,,,,,,,,Monaco,,,,,,,,,,,,,,,,,
3793,Q122333039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,Q368627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,Q178801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metaphysics
3796,Q6900705,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,dance
3797,Q846561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-art
3798,Q193495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
3799,Q183091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christianity
3800,Q60129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
3801,Q1131233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
3802,Q583,,,,,,,,,,fastest climb,,Italy,,,,Seven Summits,Mont Blanc,,,,,,,,,,,,
3803,Q30415,,,,,,,,,,,,Italy,,,,France–Italy border,,,,,,,,,,,,,
3804,Q138681,,,,,,,,,,,,,,,,,,,,,,,Christianity,,,,,,
3805,Q717637,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
3806,Q16543,,,,,,,,,,,,Switzerland,,,,Lepontine Alps,,,,,,,,,,,,,
3807,Q1946136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Q11780435,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,magazine
3809,Q25043,United Kingdom,,,,,,fantasy film,,,,,,,,Arthurian romance,,,,,,,,,,,,,,
3810,Q24953,United Kingdom,,,,,,comedy film,messianism,,,West Asia,,,,,,,,,,,,,,,,,,
3811,Q24980,United Kingdom,,,,,,comedy film,,,,England,,,,,,,,,,,,,,,,,,
3812,Q766371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
3813,Q1255665,,,,,,,,,,,,Austria,,,,,Mahnmal gegen Krieg und Faschismus,,,,,,,,,,,,
3814,Q830925,,,,,,,,,German reunification,,,Germany,,,,,,,,,,,,,,,,,
3815,Q11783,,,,,,,public art,,,,,Portugal,,,,,,,,,,,,,,,,,
3816,Q699448,,,,,,,,,,,,Germany,,,,,Völkerschlachtdenkmal,,,,,,,,,,,,
3817,Q1090800,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,
3818,Q536955,,,,,,,public art,,,,,People's Republic of China,,,,,,,,,,,,,,,,,
3819,Q1100798,,,,,,,public art,Юрий Алексеевич Гагарин,Юрий Алексеевич Гагарин,,,Russia,,,,,Памятник Гагарину,,,,,,,,,,,,
3820,Q3476533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sculpture
